CÓDIGOS,TÍTULOS CONTÁBEIS,ATRIBUTOS,E,conta
7.1.1.05.99.00-2,Rendas - Outros Empréstimos,,-,7110599002
7.1.1.10.00.00-2,RENDAS DE DIREITOS CREDITÓRIOS DESCONTADOS,,711,7111000002
7.1.1.15.00.00-7,RENDAS DE FINANCIAMENTOS,,711,7111500007
7.1.1.18.00.00-6,RENDAS DE FINANCIAMENTOS A AGENTES FINANCEIROS,,711,7111800006
7.1.1.20.00.00-1,RENDAS DE FINANCIAMENTOS À EXPORTAÇÃO,,711,7112000001
7.1.1.23.00.00-0,RENDAS DE FINANCIAMENTOS DE MOEDAS ESTRANGEIRAS,,711,7112300000
7.1.1.25.00.00-6,RENDAS DE FINANCIAMENTOS COM INTERVENIÊNCIA,,711,7112500006
7.1.1.41.00.00-2,RENDAS DE FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS LIVRES,,711,7114100002
7.1.1.42.00.00-5,RENDAS DE FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS DIRECIONADOS À VISTA,,711,7114200005
7.1.1.43.00.00-8,RENDAS DE FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS DIRECIONADOS DA POUPANÇA RURAL,,711,7114300008
7.1.1.44.00.00-1,RENDAS DE FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS DIRECIONADOS DE LCA,,711,7114400001
7.1.1.46.00.00-7,RENDAS DE FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS DE FONTES PÚBLICAS,,711,7114600007
7.1.1.55.00.00-3,RENDAS DE FINANCIAMENTOS AGROINDUSTRIAIS,,711,7115500003
7.1.1.60.00.00-7,RENDAS DE FINANCIAMENTOS DE EMPREENDIMENTOS IMOBILIÁRIOS,,711,7116000007
7.1.1.65.00.00-2,RENDAS DE FINANCIAMENTOS HABITACIONAIS,,711,7116500002
7.1.1.70.00.00-6,RENDAS DE FINANCIAMENTOS DE INFRAESTRUTURA E DESENVOLVIMENTO,,711,7117000006
7.1.1.85.00.00-0,RENDAS DE FINANCIAMENTOS DE CONTA MARGEM,,711,7118500000
7.1.1.85.10.00-7,Valores Mobiliários,,-,7118510007
7.1.1.85.20.00-4,Ativos Virtuais,,-,7118520004
7.1.1.95.00.00-9,RECEITAS DE EQUALIZAÇÃO DE TAXA DE JUROS,,711,7119500009
7.1.1.95.10.00-6,De Operações Relacionadas ao Crédito Rural,,-,7119510006
7.1.1.95.20.00-3,De Operações Relacionadas ao Financiamento Imobiliário,,-,7119520003
7.1.1.95.90.00-2,De Outras Operações,,-,7119590002
7.1.2.00.00.00-0,Rendas de Arrendamento,,-,7120000000
7.1.2.40.00.00-6,ARRENDADOR,,711,7124000006
7.1.2.40.10.00-3,Financeiro,,-,7124010003
7.1.2.40.20.00-0,Operacional,,-,7124020000
7.1.2.50.00.00-5,ARRENDADOR - SUBARRENDAMENTO,,711,7125000005
7.1.2.50.10.00-2,Financeiro,,-,7125010002
7.1.2.50.20.00-9,Operacional,,-,7125020009
7.1.2.60.00.00-4,ARRENDATÁRIO,,711,7126000004
7.1.2.60.80.00-0,Ganho em Operações de Retroarrendamento,,-,7126080000
7.1.2.60.90.00-7,Outras Receitas,,-,7126090007
7.1.2.85.00.00-7,SUBARRENDATÁRIO,,711,7128500007
7.1.4.00.00.00-4,Rendas de Aplicações Interfinanceiras de Liquidez,,-,7140000004
7.1.4.10.00.00-3,RENDAS DE APLICAÇÕES EM OPERAÇÕES COMPROMISSADAS,,711,7141000003
7.1.4.10.10.00-0,Posição Bancada,,-,7141010000
7.1.4.10.20.00-7,Posição Financiada,,-,7141020007
7.1.4.10.40.00-1,Posição Vendida,,-,7141040001
7.1.4.20.00.00-2,RENDAS DE APLICAÇÕES EM DEPÓSITOS INTERFINANCEIROS,,711,7142000002
7.1.4.40.00.00-0,RENDAS DE APLICAÇÕES VOLUNTÁRIAS NO BANCO CENTRAL,,711,7144000000
7.1.5.00.00.00-1,Rendas com Títulos e Valores Mobiliários e Instrumentos Financeiros Derivativos,,-,7150000001
7.1.5.10.00.00-0,RENDAS DE TÍTULOS DE RENDA FIXA,,711,7151000000
7.1.5.13.00.00-9,RENDAS DE CERTIFICADOS DE OPERAÇÕES ESTRUTURADAS,,711,7151300009
7.1.5.15.00.00-5,RENDAS DE TÍTULOS E VALORES MOBILIÁRIOS NO EXTERIOR,,711,7151500005
7.1.5.20.00.00-9,RENDAS DE TÍTULOS DE RENDA VARIÁVEL,,711,7152000009
7.1.5.40.00.00-7,RENDAS DE APLICAÇÕES EM FUNDOS DE INVESTIMENTO,,711,7154000007
7.1.5.50.00.00-6,RENDAS DE APLICAÇÕES NO FUNDO DE DESENVOLVIMENTO SOCIAL,,711,7155000006
7.1.5.75.00.00-9,LUCROS COM TÍTULOS DE RENDA FIXA,,711,7157500009
7.1.5.80.00.00-3,RENDAS EM OPERAÇÕES COM DERIVATIVOS,,711,7158000003
7.1.5.80.01.00-2,Contrato de Câmbio - Compra de Moeda Estrangeira,,-,7158001002
7.1.5.80.02.00-1,Contrato de Câmbio - Venda de Moeda Estrangeira,,-,7158002001
7.1.5.80.05.00-8,Instrumentos Financeiros Derivativos - Hedge de Carteira de Ativos - LIG,,-,7158005008
7.1.5.80.06.00-7,Contratos de Compra de Ouro,,-,7158006007
7.1.5.80.07.00-6,Contratos de Venda de Ouro,,-,7158007006
7.1.5.80.11.00-9,Operações de Swap,,-,7158011009
7.1.5.80.21.00-6,Compras a Termo,,-,7158021006
7.1.5.80.25.00-2,Vendas a Termo,,-,7158025002
7.1.5.80.31.00-3,Futuro,,-,7158031003
7.1.5.80.39.00-5,Opções - Ações,,-,7158039005
7.1.5.80.42.00-9,"Opções - Outros Ativos, Exceto Ações",,-,7158042009
7.1.5.80.60.00-5,Derivativos de Crédito,,-,7158060005
7.1.5.80.90.00-6,Outros Instrumentos Financeiros Derivativos,,-,7158090006
7.1.6.00.00.00-8,Rendas de Outras Operações Com Características de Crédito,,-,7160000008
7.1.6.11.00.00-0,RENDAS DE CRÉDITOS POR AVAIS E FIANÇAS HONRADOS,,711,7161100000
7.1.6.21.00.00-9,ADIANTAMENTO DE CONTRATO DE CÂMBIO,,711,7162100009
7.1.6.31.00.00-8,RENDAS DE TÍTULOS COM CARACTERÍSTICAS DE CONCESSÃO DE CRÉDITO,,711,7163100008
7.1.6.41.00.00-7,CRÉDITOS POR VENDA A PRAZO DE ATIVOS NÃO FINANCEIROS,,711,7164100007
7.1.6.51.00.00-6,RENDAS DE DIREITOS CREDITÓRIOS ADQUIRIDOS,,711,7165100006
7.1.6.91.00.00-2,RENDAS DE OUTRAS OPERAÇÕES COM CARACTERÍSTICAS DE CONCESSÃO DE CRÉDITO,,711,7169100002
7.1.6.95.00.00-4,RECEITAS DE EQUALIZAÇÃO DE TAXA DE JUROS,,711,7169500004
7.1.7.00.00.00-5,Receita de Prestação de Serviços,,-,7170000005
7.1.7.01.00.00-8,RECEITA DE TARIFAS - PN E MEI,,711,7170100008
7.1.7.01.10.00-5,Pacote de Serviços,,-,7170110005
7.1.7.01.15.00-0,Tarifa Cheque Especial,,-,7170115000
7.1.7.01.70.00-7,Tarifas - Serviços Prioritários,,-,7170170007
7.1.7.01.75.00-2,Tarifas - Serviços Diferenciados,,-,7170175002
7.1.7.01.80.00-4,Tarifas - Serviços Especiais,,-,7170180004
7.1.7.01.90.00-1,Outras Tarifas,,-,7170190001
7.1.7.02.00.00-1,RECEITA DE TARIFAS - PJ,,711,7170200001
7.1.7.02.10.00-8,Pacote de Serviços,,-,7170210008
7.1.7.02.15.00-3,Tarifa Cheque Especial,,-,7170215003
7.1.7.02.90.00-4,Outras Tarifas,,-,7170290004
7.1.7.04.00.00-7,RECEITAS DE PRESTAÇÃO DE SERVIÇOS DE ATIVOS VIRTUAIS,,711,7170400007
7.1.7.05.00.00-0,RECEITAS POR SERVIÇOS DE PAGAMENTO,,711,7170500000
7.1.7.05.05.00-5,Anuidade de Cartões,,-,7170505005
7.1.7.05.05.10-8,Instrumentos de Pagamento Pré-pagos,,-,7170505108
7.1.7.05.05.20-1,Instrumentos de pagamento Pós-pagos,,-,7170505201
7.1.7.05.06.00-4,Outras Tarifas de Cartões,,-,7170506004
7.1.7.05.06.10-7,Instrumentos de Pagamento Pré-pagos,,-,7170506107
7.1.7.05.06.20-0,Instrumentos de Pagamento Pós-pagos,,-,7170506200
7.1.7.05.10.00-7,Tarifa de Intercâmbio,,-,7170510007
7.1.7.05.20.00-4,Credenciamento,,-,7170520004
7.1.7.05.30.00-1,Tarifas de Arranjo,,-,7170530001
7.1.7.05.40.00-8,Iniciação de Transação de Pagamento,,-,7170540008
7.1.7.05.50.00-5,PIX,,-,7170550005
7.1.7.05.60.00-2,Tarifa de Conectividade,,-,7170560002
7.1.7.05.99.00-4,Outros Serviços Relacionados a Transações de Pagamento,,-,7170599004
7.1.7.07.00.00-6,RECEITAS DE INTERMEDIAÇÃO DE EMPRÉSTIMOS E FINANCIAMENTOS ENTRE PESSOAS,,711,7170700006
7.1.7.10.00.00-4,RECEITAS DE PRESTAÇÃO DE SERVIÇOS PARA FUNDOS DE INVESTIMENTO,,711,7171000004
7.1.7.10.10.00-1,Receitas de Administração,,-,7171010001
7.1.7.10.20.00-8,Receitas de Gestão e Performance,,-,7171020008
7.1.7.10.30.00-5,Receitas de Escrituração,,-,7171030005
7.1.7.10.40.00-2,Receitas de Distribuição,,-,7171040002
7.1.7.15.00.00-9,RECEITAS DE ADMINISTRAÇÃO DE FUNDOS SOCIAIS E PROGRAMAS GOVERNAMENTAIS,,711,7171500009
7.1.7.20.00.00-3,RECEITAS DE ADMINISTRAÇÃO DE LOTERIAS,,711,7172000003
7.1.7.30.00.00-2,"RECEITAS DE CONSULTORIA, ASSISTÊNCIA E ASSESSORIA TÉCNICA E FINANCEIRA",,711,7173000002
7.1.7.35.00.00-7,RECEITAS DE TAXAS DE ADMINISTRAÇÃO DE CONSÓRCIOS,,711,7173500007
7.1.7.36.00.00-0,RECEITAS DE TAXA DE PERMANÊNCIA SOBRE RECURSOS NÃO PROCURADOS,,711,7173600000
7.1.7.40.00.00-1,RECEITAS DE COBRANÇA,,711,7174000001
7.1.7.45.00.00-6,RECEITAS DE COMISSÕES DE TÍTULOS E VALORES MOBILIÁRIOS,,711,7174500006
7.1.7.47.00.00-2,RECEITAS DE SERVIÇOS DE AGENTE EMISSOR DE CERTIFICADO,,711,7174700002
7.1.7.48.00.00-5,RECEITAS DE SERVIÇOS DE AGENTE FIDUCIÁRIO,,711,7174800005
7.1.7.50.00.00-0,RECEITAS DE CORRETAGENS DE CÂMBIO,,711,7175000000
7.1.7.51.00.00-3,RECEITAS DE CORRETAGENS DE CÂMBIO - PN E MEI,,711,7175100003
7.1.7.60.00.00-9,RECEITAS DE CORRETAGENS DE OPERAÇÕES EM BOLSAS,,711,7176000009
7.1.7.61.00.00-2,RECEITAS DE CORRETAGENS DE OPERAÇÕES EM BOLSAS - PN E MEI,,711,7176100002
7.1.7.70.00.00-8,RECEITAS DE SERVIÇOS DE CUSTÓDIA,,711,7177000008
7.1.7.71.00.00-1,RECEITAS DE SERVIÇOS DE CUSTÓDIA - PN E MEI,,711,7177100001
7.1.7.72.00.00-4,ESCRITURAÇÃO DE AÇÕES E OUTROS VALORES MOBILIÁRIOS,,711,7177200004
7.1.7.72.10.00-1,Ações,,-,7177210001
7.1.7.72.99.00-8,Outros Valores Mobiliários,,-,7177299008
7.1.7.74.00.00-0,RECEITAS DE ANÁLISE DE CRÉDITO PARA TERCEIROS,,711,7177400000
7.1.7.75.00.00-3,"RECEITA COM COMISSÕES EM COMERCIALIZAÇÃO E SERVIÇOS DE SEGUROS, PREVIDÊNCIA E CAPITALIZAÇÃO",,711,7177500003
7.1.7.75.10.00-0,Seguros,,-,7177510000
7.1.7.75.20.00-7,Previdência,,-,7177520007
7.1.7.75.30.00-4,Capitalização,,-,7177530004
7.1.7.76.00.00-6,RECEITAS DE SERVIÇO DE CORRESPONDENTE,,711,7177600006
7.1.7.77.00.00-9,RECEITA COM OUTRAS COMISSÕES COMERCIAIS E SOBRE SERVIÇOS,,711,7177700009
7.1.7.78.00.00-2,RECEITAS DE AGREGAÇÃO DE DADOS,,711,7177800002
7.1.7.79.00.00-5,RECEITAS DE PROCESSAMENTO E ARMAZENAMENTO DE DADOS,,711,7177900005
7.1.7.80.00.00-7,RENDAS DE SERVIÇOS PRESTADOS A LIGADAS,,711,7178000007
7.1.7.99.00.00-3,RECEITAS DE OUTROS SERVIÇOS,,711,7179900003
7.1.8.00.00.00-2,Rendas de Investimentos,,-,7180000002
7.1.8.10.00.00-1,RENDAS DE AJUSTES EM INVESTIMENTOS NO EXTERIOR,,711,7181000001
7.1.8.20.00.00-0,"RENDAS DE AJUSTES EM PARTICIPAÇÕES EM COLIGADAS, CONTROLADAS E CONTROLADAS EM CONJUNTO NO PAÍS",,-,7182000000
7.1.8.23.00.00-9,RECEITAS DE AJUSTES A VALOR JUSTO EM INVESTIMENTOS MANTIDOS PARA VENDA,,711,7182300009
7.1.8.25.00.00-5,GANHOS NA ALIENAÇÃO DE INVESTIMENTOS,,711,7182500005
7.1.8.30.00.00-9,RENDAS DE PROPRIEDADES PARA INVESTIMENTO,,711,7183000009
7.1.8.30.10.00-6,Ajuste Positivo ao Valor Justo,,-,7183010006
7.1.8.30.20.00-3,Rendas de Aluguéis,,-,7183020003
7.1.8.30.30.00-0,Receitas de Reversão de Perdas por Redução a Valor Recuperável,,-,7183030000
7.1.8.30.90.00-2,Outras Rendas de Propriedades para Investimento,,-,7183090002
7.1.9.00.00.00-9,Outras Receitas Operacionais,,-,7190000009
7.1.9.10.00.00-8,RENDAS DE CRÉDITOS VINCULADOS A OPERAÇÕES ADQUIRIDAS EM CESSÃO,,711,7191000008
7.1.9.10.10.00-5,De Operações de Crédito,,-,7191010005
7.1.9.10.20.00-2,De Operações de Arrendamento,,-,7191020002
7.1.9.10.30.00-9,De Outras Operações com Características de Concessão de Crédito,,-,7191030009
7.1.9.10.40.00-6,De Outros Ativos Financeiros,,-,7191040006
7.1.9.15.00.00-3,LUCROS EM OPERAÇÕES DE VENDA OU DE TRANSFERÊNCIA DE ATIVOS FINANCEIROS,,711,7191500003
7.1.9.15.10.00-0,De Operações de Crédito,,-,7191510000
7.1.9.15.20.00-7,De Operações de Arrendamento,,-,7191520007
7.1.9.15.30.00-4,De Outras Operações com Características de Concessão de Crédito,,-,7191530004
7.1.9.15.40.00-1,De Outros Ativos Financeiros,,-,7191540001
7.1.9.16.00.00-6,LUCRO NA COMPRA OU VENDA DE MOEDA ESTRANGEIRA,,711,7191600006
7.1.9.17.00.00-9,RENDAS DE DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS,,711,7191700009
7.1.9.18.00.00-2,RENDAS POR ANTECIPAÇÃO DE OBRIGAÇÕES DE TRANSAÇÕES DE PAGAMENTO,,711,7191800002
7.1.9.18.10.00-9,Por Liquidação de Obrigações Próprias,,-,7191810009
7.1.9.18.20.00-6,Demais Liquidações de Obrigações,,-,7191820006
7.1.9.20.00.00-7,RECUPERAÇÃO DE ATIVOS FINANCEIROS BAIXADOS COMO PREJUIZO,,711,7192000007
7.1.9.20.12.00-2,Aplicações Interfinanceiras de Liquidez,,-,7192012002
7.1.9.20.13.00-1,"Títulos e Valores Mobiliários, Exceto Derivativos",,-,7192013001
7.1.9.20.14.00-0,Relações Interfinanceiras,,-,7192014000
7.1.9.20.16.00-8,Operações de Crédito,,-,7192016008
7.1.9.20.17.00-7,Operações de Arrendamento,,-,7192017007
7.1.9.20.18.00-6,Outras Operações com Características de Concessão de Crédito,,-,7192018006
7.1.9.20.19.00-5,Outros Ativos Financeiros,,-,7192019005
7.1.9.25.00.00-2,RENDAS DE CRÉDITOS DECORRENTES DE CONTRATOS DE EXPORTAÇÃO ADQUIRIDOS,,711,7192500002
7.1.9.30.00.00-6,RECUPERAÇÃO DE ENCARGOS E DESPESAS,,711,7193000006
7.1.9.35.00.00-1,RENDAS DE AJUSTES DE PREÇOS DE TRANSFERÊNCIA,,-,7193500001
7.1.9.40.00.00-5,RENDAS DE APLICAÇÕES NO EXTERIOR,,711,7194000005
7.1.9.55.00.00-9,RENDAS DE CRÉDITOS VINCULADOS AO CRÉDITO RURAL,,711,7195500009
7.1.9.60.00.00-3,RENDAS DE CRÉDITOS VINCULADOS AO BANCO CENTRAL,,711,7196000003
7.1.9.65.00.00-8,RENDAS DE CRÉDITOS VINCULADOS AO SFH,,711,7196500008
7.1.9.70.00.00-2,RENDAS DE GARANTIAS PRESTADAS,,711,7197000002
7.1.9.80.00.00-1,RENDAS DE REPASSES INTERFINANCEIROS,,711,7198000001
7.1.9.81.00.00-4,ALUGUEL DE EQUIPAMENTOS DE TRANSAÇÕES DE PAGAMENTOS,,711,7198100004
7.1.9.83.00.00-0,RENDAS DE DIREITOS ESPECÍFICOS DE CONTROLADAS NÃO SUJEITAS À AUTORIZAÇÃO DO BANCO CENTRAL DO BRASIL,,711,7198300000
7.1.9.84.00.00-3,RENDAS DE DIREITOS CREDITÓRIOS ORIUNDOS DE AÇÕES JUDICIAIS,,711,7198400003
7.1.9.85.00.00-6,RENDAS DE CRÉDITOS ESPECÍFICOS,,711,7198500006
7.1.9.86.00.00-9,INGRESSOS DE DEPÓSITOS INTERCOOPERATIVOS,,711,7198600009
7.1.9.87.00.00-2,RECEITAS COM EMPRÉSTIMOS DE ATIVOS FINANCEIROS,,711,7198700002
7.1.9.88.00.00-5,RENDAS DE OUTROS ATIVOS NÃO FINANCEIROS AVALIADOS A VALOR JUSTO,,711,7198800005
7.1.9.88.10.00-2,Commodities,,-,7198810002
7.1.9.88.20.00-9,Ouro,,-,7198820009
7.1.9.88.30.00-6,Ativos de Sustentabilidade,,-,7198830006
7.1.9.88.45.00-8,Ativos Virtuais,,-,7198845008
7.1.9.88.70.00-4,Obras de Arte,,-,7198870004
7.1.9.88.99.00-9,Outros,,-,7198899009
7.1.9.89.00.00-8,RENDAS DE RESTITUIÇÃO DE DEPÓSITOS JUDICIAIS E ADMINISTRATIVOS,,-,7198900008
7.1.9.89.10.00-5,União,,-,7198910005
7.1.9.89.20.00-2,Estados e Distrito Federal,,-,7198920002
7.1.9.89.30.00-9,Municípios,,-,7198930009
7.1.9.91.00.00-3,RECEITAS DE AJUSTE DE VARIAÇÃO CAMBIAL,,711,7199100003
7.1.9.91.11.00-9,Disponibilidades,,-,7199111009
7.1.9.91.12.00-8,Aplicações Interfinanceiras de Liquidez,,-,7199112008
7.1.9.91.13.00-7,"Títulos e Valores Mobiliários, Exceto Derivativos",,-,7199113007
7.1.9.91.15.00-5,Transações de Pagamento,,-,7199115005
7.1.9.91.15.10-8,Transações de Pagamento - Recebíveis de Usuários Finais,,-,7199115108
7.1.9.91.15.20-1,Demais Ativos Financeiros Relacionados a Transações de Pagamento,,-,7199115201
7.1.9.91.16.00-4,Operações de Crédito,,-,7199116004
7.1.9.91.17.00-3,Operações de Arrendamento,,-,7199117003
7.1.9.91.18.00-2,Outras Operações com Características de Concessão de Crédito,,-,7199118002
7.1.9.91.19.00-1,Outros Ativos Financeiros,,-,7199119001
7.1.9.91.41.00-0,Depósitos,,-,7199141000
7.1.9.91.42.00-9,Obrigações por Operações Compromissadas,,-,7199142009
7.1.9.91.43.00-8,Outros Instrumentos de Dívida,,-,7199143008
7.1.9.91.43.10-1,Instrumentos Elegíveis a Capital Principal,,-,7199143101
7.1.9.91.43.20-4,Instrumentos Elegíveis a Capital Complementar,,-,7199143204
7.1.9.91.43.30-7,Instrumentos Elegíveis a Capital Nível II,,-,7199143307
7.1.9.91.43.90-5,Outros Instrumentos Com e Sem Cláusula de Subordinação,,-,7199143905
7.1.9.91.44.00-7,Obrigações por Empréstimos e Repasses,,-,7199144007
7.1.9.91.49.00-2,Outros Passivos Financeiros,,-,7199149002
7.1.9.92.00.00-6,REVERSÃO DE PROVISÃO PARA RISCO DE CRÉDITO,,711,7199200006
7.1.9.92.12.00-1,Aplicações Interfinanceiras de Liquidez,,-,7199212001
7.1.9.92.13.00-0,"Títulos e Valores Mobiliários, Exceto Derivativos",,-,7199213000
7.1.9.92.14.00-9,Relações Interfinanceiras,,-,7199214009
7.1.9.92.14.10-2,Transações de Pagamento,,-,7199214102
7.1.9.92.14.90-6,Outros,,-,7199214906
7.1.9.92.16.00-7,Operações de Crédito,,-,7199216007
7.1.9.92.17.00-6,Operações de Arrendamento,,-,7199217006
7.1.9.92.18.00-5,Outras Operações com Características de Concessão de Crédito,,-,7199218005
7.1.9.92.19.00-4,Outros Ativos Financeiros,,-,7199219004
7.1.9.92.19.10-7,Transações de Pagamento - Usuários Finais,,-,7199219107
7.1.9.92.19.90-1,Outros,,-,7199219901
7.1.9.92.81.00-1,Compromissos de Crédito e Créditos a Liberar,,-,7199281001
7.1.9.92.83.00-9,Garantias Financeiras Prestadas,,-,7199283009
7.1.9.93.00.00-9,RECEITAS DE AJUSTE A VALOR JUSTO,,711,7199300009
7.1.9.93.12.00-4,Aplicações Interfinanceiras de Liquidez,,-,7199312004
7.1.9.93.13.00-3,"Títulos e Valores Mobiliários, Exceto Derivativos",,-,7199313003
7.1.9.93.16.00-0,Operações de Crédito,,-,7199316000
7.1.9.93.18.00-8,Outras Operações com Características de Concessão de Crédito,,-,7199318008
7.1.9.93.19.00-7,Outros Ativos Financeiros,,-,7199319007
7.1.9.93.42.00-5,Obrigações por Operações Compromissadas - Venda de Títulos de Livre Movimentação,,-,7199342005
7.1.9.93.88.00-7,Obrigações por Empréstimos de Instrumentos Financeiros,,-,7199388007
7.1.9.93.99.00-3,Outros Passivos Financeiros,,-,7199399003
7.1.9.94.00.00-2,RECEITAS DE AJUSTE DE HEDGE DE VALOR JUSTO,,711,7199400002
7.1.9.94.12.00-7,Aplicações Interfinanceiras de Liquidez,,-,7199412007
7.1.9.94.13.00-6,"Títulos e Valores Mobiliários, Exceto Derivativos",,-,7199413006
7.1.9.94.16.00-3,Operações de Crédito,,-,7199416003
7.1.9.94.17.00-2,Operações de Arrendamento,,-,7199417002
7.1.9.94.18.00-1,Outras Operações com Características de Concessão de Crédito,,-,7199418001
7.1.9.94.19.00-0,Outros Ativos Financeiros,,-,7199419000
7.1.9.94.41.00-9,Depósitos,,-,7199441009
7.1.9.94.42.00-8,Obrigações por Operações Compromissadas,,-,7199442008
7.1.9.94.42.10-1,Carteira Própria,,-,7199442101
7.1.9.94.42.20-4,Carteira de Terceiros,,-,7199442204
7.1.9.94.42.30-7,Obrigações por Venda de Títulos de Livre Movimentação,,-,7199442307
7.1.9.94.43.00-7,Outros Instrumentos de Dívida,,-,7199443007
7.1.9.94.43.10-0,Instrumentos Elegíveis a Capital Principal,,-,7199443100
7.1.9.94.43.20-3,Instrumentos Elegíveis a Capital Complementar,,-,7199443203
7.1.9.94.43.30-6,Instrumentos Elegíveis a Capital Nível II,,-,7199443306
7.1.9.94.43.90-4,Outros Instrumentos Com e Sem Cláusula de Subordinação,,-,7199443904
7.1.9.94.44.00-6,Obrigações por Empréstimos e Repasses,,-,7199444006
7.1.9.94.49.00-1,Outros Passivos Financeiros,,-,7199449001
7.1.9.95.00.00-5,REVERSÃO DE PROVISÕES PASSIVAS NÃO ASSOCIADAS A RISCO DE CRÉDITO,,711,7199500005
7.1.9.95.10.00-2,Contingências,,-,7199510002
7.1.9.95.20.00-9,Outras,,-,7199520009
7.1.9.99.00.00-7,OUTRAS RENDAS OPERACIONAIS,,711,7199900007
7.3.0.00.00.00-2,RECEITAS NÃO OPERACIONAIS,,-,7300000002
7.3.1.00.00.00-9,Lucros em Transações com Valores e Bens,,-,7310000009
7.3.1.50.00.00-4,LUCROS NA ALIENAÇÃO DE VALORES E BENS,,711,7315000004
7.3.1.50.20.00-8,Lucros na Alienação de Equipamentos de Transações de Pagamentos,,-,7315020008
7.3.1.50.70.00-3,Lucros na Alienação de Ativos Não Financeiros Mantidos para a Venda - Próprios,,-,7315070003
7.3.1.50.80.00-0,Lucros na Alienação de Ativos Não Financeiros Mantidos para a Venda - Recebidos,,-,7315080000
7.3.1.50.90.00-7,Lucros na Alienação de Outros Valores e Bens,,-,7315090007
7.3.9.00.00.00-5,Outras Receitas Não Operacionais,,-,7390000005
7.3.9.40.00.00-1,DESÁGIO NA AQUISIÇÃO DE INVESTIMENTOS,,711,7394000001
7.3.9.90.00.00-6,REVERSÃO DE PROVISÕES NÃO OPERACIONAIS,,711,7399000006
7.3.9.90.20.00-0,Perdas em Investimentos por Incentivos Fiscais,,-,7399020000
7.3.9.90.70.00-5,Desvalorização de Ativos Não Financeiros Mantidos para a Venda Próprios,,-,7399070005
7.3.9.90.80.00-2,Desvalorização de Ativos Não Financeiros Mantidos para a Venda Recebidos,,-,7399080002
7.3.9.90.95.00-4,Desvalorização de Outros Valores e Bens,,-,7399095004
7.3.9.90.99.00-0,Outras,,-,7399099000
7.3.9.99.00.00-3,OUTRAS RENDAS NÃO OPERACIONAIS,,711,7399900003
7.9.0.00.00.00-0,APURAÇÃO DE RESULTADO,,-,7900000000
7.9.1.00.00.00-7,Apuração de Resultado,,-,7910000007
7.9.1.10.00.00-6,APURAÇÃO DE RESULTADO,,711,7911000006
7.9.4.00.00.00-8,Tributos sobre o Lucro,,-,7940000008
7.9.4.10.00.00-7,IMPOSTO DE RENDA,,-,7941000007
7.9.4.10.10.00-4,Valores Correntes,,-,7941010004
7.9.4.10.20.00-1,Passivo Fiscal Diferido,,-,7941020001
7.9.4.10.30.00-8,Ativo Fiscal Diferido,,-,7941030008
7.9.4.20.00.00-6,CONTRIBUIÇÃO SOCIAL,,-,7942000006
7.9.4.20.10.00-3,Valores Correntes,,-,7942010003
7.9.4.20.20.00-0,Passivo Fiscal Diferido,,-,7942020000
7.9.4.20.30.00-7,Ativo Fiscal Diferido,,-,7942030007
8.1.0.00.00.00-5,(-) DESPESAS OPERACIONAIS,,-,8100000005
8.1.1.00.00.00-2,(-) Despesas de Captação,,-,8110000002
8.1.1.10.00.00-1,(-) DESPESAS DE DEPÓSITOS DE POUPANÇA,,712,8111000001
8.1.1.15.00.00-6,(-) DESPESAS DE TÍTULOS E VALORES MOBILIÁRIOS NO EXTERIOR,,712,8111500006
8.1.1.20.00.00-0,(-) DESPESAS DE DEPÓSITOS INTERFINANCEIROS,,712,8112000000
8.1.1.25.00.00-5,(-) DESPESAS DE DEPÓSITOS DE AVISO PRÉVIO,,712,8112500005
8.1.1.30.00.00-9,(-) DESPESAS DE DEPÓSITOS A PRAZO,,712,8113000009
8.1.1.40.00.00-8,(-) DESPESAS DE DEPÓSITOS JUDICIAIS E ADMINISTRATIVOS MANTIDOS NA INSTITUIÇÃO,,712,8114000008
8.1.1.40.50.00-3,(-) Despesas de Depósitos Judiciais e Administrativos que Não Constituem Fundo de Reserva,,-,8114050003
8.1.1.40.60.00-0,(-) Despesas de Depósitos Judiciais e Administrativos que Constituem Fundo de Reserva,,-,8114060000
8.1.1.45.00.00-3,(-) DESPESAS DE DEPÓSITOS ESPECIAIS,,712,8114500003
8.1.1.46.00.00-6,(-) DESPESAS DE DEPÓSITOS DE FUNDOS E PROGRAMAS,,712,8114600006
8.1.1.47.00.00-9,(-) DESPESAS DE DEPÓSITOS DO FGTS,,712,8114700009
8.1.1.50.00.00-7,(-) DESPESAS DE OPERAÇÕES COMPROMISSADAS,,712,8115000007
8.1.1.50.10.00-4,(-) Carteira Própria,,-,8115010004
8.1.1.50.20.00-1,(-) Carteira de Terceiros,,-,8115020001
8.1.1.55.00.00-2,(-) DESPESAS DE CONTRATOS DE ASSUNÇÃO DE OBRIGAÇÕES,,712,8115500002
8.1.1.55.10.00-9,(-) Vinculados a Operações Realizadas no País,,-,8115510009
