CÓDIGOS,TÍTULOS CONTÁBEIS,ATRIBUTOS,E,conta
1.8.8.45.20.00-4,Antecipações de CSLL Não Compensadas no Próprio Exercício,,-,1884520004
1.8.8.45.30.00-1,Antecipações de ISS Não Compensadas no Próprio Exercício,,-,1884530001
1.8.8.45.40.00-8,Créditos Oriundos de Decisões Transitadas em Julgado,,-,1884540008
1.8.8.45.90.00-3,Outros Impostos e Contribuições a Compensar,,-,1884590003
1.8.8.50.00.00-4,IMPOSTO DE RENDA A RECUPERAR,,172,1885000004
1.8.8.52.00.00-0,CRÉDITO PRESUMIDO,,172,1885200000
1.8.8.60.00.00-3,OPÇÕES POR INCENTIVOS FISCAIS,,172,1886000003
1.8.8.65.00.00-8,PAGAMENTOS A RESSARCIR,,172,1886500008
1.8.8.65.20.00-2,Empréstimo Compulsório sobre o Consumo de Gasolina ou Álcool,,-,1886520002
1.8.8.65.30.00-9,Empréstimo Compulsório sobre Aquisição de Automóveis,,-,1886530009
1.8.8.65.40.00-6,Adiantamentos por Conta da Previdência Social,,-,1886540006
1.8.8.65.99.00-2,Outros Pagamentos,,-,1886599002
1.8.8.70.00.00-2,PARTICIPAÇÕES PAGAS ANTECIPADAMENTE,,172,1887000002
1.8.8.79.00.00-9,VALORES A RECEBER RELATIVOS A TRANSAÇÕES DE PAGAMENTO,,172,1887900009
1.8.8.79.10.00-6,Valores a Receber Não Vinculados a Cessões,,-,1887910006
1.8.8.79.20.00-3,Valores a Receber Cedidos,,-,1887920003
1.8.8.79.30.00-0,Valores a Receber Adquiridos,,-,1887930000
1.8.8.80.00.00-1,"TÍTULOS E CRÉDITOS A RECEBER, SEM CARACTERÍSTICA DE CONCESSÃO DE CRÉDITO",,172,1888000001
1.8.8.81.00.00-4,VALORES A RECEBER EM OPERAÇÕES SUBSIDIADAS OU SUBVENCIONADAS,,172,1888100004
1.8.8.81.10.00-1,Da União,,-,1888110001
1.8.8.81.20.00-8,"De Estados, DF ou Municípios",,-,1888120008
1.8.8.81.30.00-5,De Fundos,,-,1888130005
1.8.8.81.90.00-7,De Outras Entidades,,-,1888190007
1.8.8.82.00.00-7,ATIVOS ATUARIAIS GERADOS POR FUNDOS DE PENSÃO DE BENEFÍCIO DEFINIDO,,172,1888200007
1.8.8.85.00.00-6,VALORES A RECEBER DE SOCIEDADES LIGADAS,,172,1888500006
1.8.8.90.00.00-0,DEVEDORES DIVERSOS - EXTERIOR,,172,1889000000
1.8.8.92.00.00-6,DEVEDORES DIVERSOS - PAÍS,,172,1889200006
1.8.9.00.00.00-6,(-) Provisões para Outros Créditos,,-,1890000006
1.8.9.96.00.00-5,(-) PROVISÃO PARA PERDAS DE CRÉDITO DE VALORES A RECEBER RELATIVOS A TRANSAÇÕES DE PAGAMENTO,,174,1899600005
1.8.9.96.10.00-2,(-) Provisões de Valores a Receber Não Vinculados a Cessões,,-,1899610002
1.8.9.96.10.40-4,(-) Perda incorrida Associada ao Risco de Crédito,,-,1899610404
1.8.9.96.10.50-7,(-) Provisão Adicional,,-,1899610507
1.8.9.96.10.60-0,(-) Perda Esperada Associada ao Risco de Crédito,,-,1899610600
1.8.9.96.20.00-9,(-) Provisões sobre Valores a Receber Cedidos,,-,1899620009
1.8.9.96.20.40-1,(-) Perda incorrida Associada ao Risco de Crédito,,-,1899620401
1.8.9.96.20.50-4,(-) Provisão Adicional,,-,1899620504
1.8.9.96.20.60-7,(-) Perda Esperada Associada ao Risco de Crédito,,-,1899620607
1.8.9.96.30.00-6,(-) Provisões sobre Valores a Receber Adquiridos,,-,1899630006
1.8.9.96.30.40-8,(-) Perda incorrida Associada ao Risco de Crédito,,-,1899630408
1.8.9.96.30.50-1,(-) Provisão Adicional,,-,1899630501
1.8.9.96.30.60-4,(-) Perda Esperada Associada ao Risco de Crédito,,-,1899630604
1.8.9.97.00.00-8,(-) PROVISÃO PARA PERDAS DE CRÉDITO SOBRE DIREITOS CREDITÓRIOS ORIUNDOS DE AÇÕES JUDICIAIS,,174,1899700008
1.8.9.97.10.00-5,(-) Precatórios - Próprios - União,,-,1899710005
1.8.9.97.15.00-0,"(-) Precatórios - Próprios - Estados, DF e Municípios",,-,1899715000
1.8.9.97.20.00-2,(-) Precatórios - Adquiridos - com Registro Público - União,,-,1899720002
1.8.9.97.25.00-7,"(-) Precatórios - Adquiridos - com Registro Público - Estados, DF e Municípios",,-,1899725007
1.8.9.97.30.00-9,(-) Precatórios - Adquiridos - sem Registro Público,,-,1899730009
1.8.9.97.35.00-4,(-) Direitos Creditórios em Processo de Execução - Próprios - União,,-,1899735004
1.8.9.97.40.00-6,"(-) Direitos Creditórios em Processo de Execução - Próprios - Estados, DF e Municípios",,-,1899740006
1.8.9.97.45.00-1,(-) Direitos Creditórios em Processo de Execução - Adquiridos - com Registro Público - União,,-,1899745001
1.8.9.97.50.00-3,(-) Direitos Creditórios em Processo de Execução - Adquiridos - com Registro Público - Est/DF/Mun,,-,1899750003
1.8.9.97.55.00-8,(-) Direitos Creditórios em Processo de Execução - Adquiridos - sem Registro Público,,-,1899755008
1.8.9.97.90.00-1,(-) Outros Direitos Creditórios Oriundos de Ações Judiciais,,-,1899790001
1.8.9.98.00.00-1,(-) PROVISÃO PARA PERDAS DE CRÉDITO EM RESTITUIÇÃO DE DEPÓSITOS JUDICIAIS E ADMINISTRATIVOS,,174,1899800001
1.8.9.99.00.00-4,(-) PROVISÃO PARA PERDAS DE CRÉDITO - OUTROS CRÉDITOS,,174,1899900004
1.8.9.99.20.00-8,(-) Sem Característica de Concessão de Crédito,,-,1899920008
1.8.9.99.20.40-0,(-) Perda Incorrida Associada ao Risco de Crédito,,-,1899920400
1.8.9.99.20.60-6,(-) Perda Esperada Associada ao Risco de Crédito,,-,1899920606
1.8.9.99.80.00-0,(-) De Controladas Não Sujeitas à Autorização do Banco Central do Brasil,,-,1899980000
1.8.9.99.80.40-2,(-) Perda Incorrida Associada ao Risco de Crédito,,-,1899980402
1.8.9.99.80.60-8,(-) Perda Esperada Associada ao Risco de Crédito,,-,1899980608
1.9.0.00.00.00-6,OUTROS VALORES E BENS,,-,1900000006
1.9.1.00.00.00-3,Investimentos Temporários,,-,1910000003
1.9.1.20.00.00-1,INVESTIMENTOS MANTIDOS PARA VENDA,,190,1912000001
1.9.8.00.00.00-2,Outros Valores e Bens,,-,1980000002
1.9.8.15.00.00-6,ATIVOS NÃO FINANCEIROS A RECEBER DECORRENTE DE ADIANTAMENTO CONCEDIDOS,,190,1981500006
1.9.8.15.10.00-3,Ouro,,-,1981510003
1.9.8.15.90.00-9,Outros,,-,1981590009
1.9.8.40.00.00-8,ATIVOS EM ESTOQUE,,190,1984000008
1.9.8.40.10.00-5,Materiais,,-,1984010005
1.9.8.40.20.00-2,Ativos de Sustentabilidade,,-,1984020002
1.9.8.40.90.00-1,Outros,,-,1984090001
1.9.8.70.00.00-5,ATIVOS NÃO FINANCEIROS MANTIDOS PARA VENDA - PRÓPRIOS,,190,1987000005
1.9.8.70.10.00-2,Veículos,,-,1987010002
1.9.8.70.20.00-9,"Instalações, Móveis e Equipamentos",,-,1987020009
1.9.8.70.30.00-6,Imóveis,,-,1987030006
1.9.8.70.40.00-3,Intangíveis,,-,1987040003
1.9.8.70.90.00-8,Outros,,-,1987090008
1.9.8.80.00.00-4,ATIVOS NÃO FINANCEIROS MANTIDOS PARA VENDA - RECEBIDOS,,190,1988000004
1.9.8.80.10.00-1,Veículos,,-,1988010001
1.9.8.80.20.00-8,Imóveis Habitacionais,,-,1988020008
1.9.8.80.30.00-5,Outros Imóveis,,-,1988030005
1.9.8.80.40.00-2,Intangíveis,,-,1988040002
1.9.8.80.90.00-7,Outros,,-,1988090007
1.9.8.90.00.00-3,OUTROS ATIVOS NÃO FINANCEIROS,,190,1989000003
1.9.8.90.10.00-0,Commodities,,-,1989010000
1.9.8.90.10.10-3,"""Warrants""",,-,1989010103
1.9.8.90.10.20-6,Certificados de Mercadoria,,-,1989010206
1.9.8.90.10.30-9,Outros,,-,1989010309
1.9.8.90.20.00-7,Ouro,,-,1989020007
1.9.8.90.30.00-4,Ativos de sustentabilidade,,-,1989030004
1.9.8.90.40.00-1,Obras de Arte,,-,1989040001
1.9.8.90.45.00-6,Ativos Virtuais,,-,1989045006
1.9.8.90.99.00-7,Outros,,-,1989099007
1.9.8.97.00.00-4,(-) PROVISÃO PARA DESVALORIZAÇÃO DE ATIVOS NÃO FINANCEIROS MANTIDOS PARA VENDA - PRÓPRIOS,,190,1989700004
1.9.8.97.10.00-1,(-) Veículos,,-,1989710001
1.9.8.97.20.00-8,"(-) Instalações, Móveis e Equipamentos",,-,1989720008
1.9.8.97.30.00-5,(-) Imóveis,,-,1989730005
1.9.8.97.40.00-2,(-) Intangíveis,,-,1989740002
1.9.8.97.90.00-7,(-) Outros,,-,1989790007
1.9.8.98.00.00-7,(-) PROVISÃO PARA DESVALORIZAÇÃO DE ATIVOS NÃO FINANCEIROS MANTIDOS PARA VENDA - RECEBIDOS,,190,1989800007
1.9.8.98.10.00-4,(-) Veículos,,-,1989810004
1.9.8.98.20.00-1,(-) Imóveis Habitacionais,,-,1989820001
1.9.8.98.30.00-8,(-) Outros Imóveis,,-,1989830008
1.9.8.98.40.00-5,(-) Intangíveis,,-,1989840005
1.9.8.98.90.00-0,(-) Outros,,-,1989890000
1.9.8.99.00.00-0,(-) PROVISÃO PARA DESVALORIZAÇÃO DE OUTROS VALORES E BENS,,190,1989900000
1.9.9.00.00.00-9,Despesas Pagas Antecipadamente,,-,1990000009
1.9.9.10.00.00-8,DESPESAS E CUSTOS PAGOS ANTECIPADAMENTE,,190,1991000008
1.9.9.10.10.00-5,Despesas Antecipadas,,-,1991010005
1.9.9.10.20.00-2,Custos de Contrato com Cliente,,-,1991020002
1.9.9.20.00.00-7,PERDAS NO RECONHECIMENTO INICIAL A APROPRIAR,,190,1992000007
2.1.0.00.00.00-1,INVESTIMENTOS,,-,2100000001
2.1.1.00.00.00-8,Investimentos no Exterior,,-,2110000008
2.1.1.10.00.00-7,DEPENDÊNCIAS NO EXTERIOR,,200,2111000007
2.1.1.20.00.00-6,PARTICIPAÇÕES NO EXTERIOR AVALIADAS PELO MEP,,200,2112000006
2.1.1.20.05.00-1,Instituições Financeiras Valor de Equivalência Patrimonial,,-,2112005001
2.1.1.20.06.00-0,Instituições Financeiras - Ágio Baseado em Expectativa de Rentabilidade Futura,,-,2112006000
2.1.1.20.07.00-9,(+/-) Inst. Financeiras - Diferença entre o Valor Justo e o Valor Contábil de Ativos e Passivos,,-,2112007009
2.1.1.20.08.00-8,(+/-) Instituições Financeiras - Ativos e Passivos Não Registrados na Investida,,-,2112008008
2.1.1.20.15.00-8,Instituições Não Financeiras - Valor de Equivalência Patrimonial,,-,2112015008
2.1.1.20.16.00-7,Instituições Não Financeiras - Ágio Baseado em Expectativa de Rentabilidade Futura,,-,2112016007
2.1.1.20.17.00-6,(+/-) Inst. Não Financeiras - Diferença entre o Valor Justo e o Valor Contábil de Ativos e Passivos,,-,2112017006
2.1.1.20.18.00-5,(+/-) Instituições Não Financeiras - Ativos e Passivos Não Registrados na Investida,,-,2112018005
2.1.1.99.00.00-6,(-) PROVISÃO PARA PERDAS EM INVESTIMENTOS NO EXTERIOR,,200,2119900006
2.1.1.99.20.00-0,(-) Instituições Financeiras,,-,2119920000
2.1.1.99.30.00-7,(-) Instituições Não Financeiras,,-,2119930007
2.1.2.00.00.00-5,"Participações em Coligadas, Controladas e Controladas em Conjunto no País",,-,2120000005
2.1.2.10.00.00-4,"PARTICIPAÇÕES EM COLIGADAS, CONTROLADAS E CONTROLADAS EM CONJUNTO",,200,2121000004
2.1.2.10.11.00-0,Autorizadas a Funcionar pelo Banco Central Valor de Equivalência Patrimonial,,-,2121011000
2.1.2.10.12.00-9,Autorizadas a Funcionar pelo Banco Central - Ágio Baseado em Expectativa de Rentabilidade Futura,,-,2121012009
2.1.2.10.13.00-8,(+/-) Autorizadas a Funcionar pelo Banco Central - Diferença entre o Valor Justo e o Valor Contábil,,-,2121013008
2.1.2.10.14.00-7,(+/-) Autorizadas a Funcionar pelo Banco Central - Ativos e Passivos Não Registrados na Investida,,-,2121014007
2.1.2.10.21.00-7,Outras Participações - Valor de Equivalência Patrimonial,,-,2121021007
2.1.2.10.22.00-6,Outras Participações - Ágio Baseado em Expectativa de Rentabilidade Futura,,-,2121022006
2.1.2.10.23.00-5,(+/-) Outras Participações - Diferença entre o Valor Justo e o Valor Contábil de Ativos e Passivos,,-,2121023005
2.1.2.10.24.00-4,(+/-) Outras Participações - Ativos e Passivos Não Registrados na Investida,,-,2121024004
2.1.2.99.00.00-3,"(-) PROVISÃO PARA PERDAS EM SOCIEDADES COLIGADAS, CONTROLADAS E CONTROLADAS EM CONJUNTO",,200,2129900003
2.1.2.99.11.00-9,(-) Autorizadas a Funcionar pelo Banco Central - Valor de Equivalência Patrimonial,,-,2129911009
2.1.2.99.12.00-8,(-) Autorizadas a Funcionar pelo Banco Central - Ágio Baseado em Expectativa de Rentabilidade Futura,,-,2129912008
2.1.2.99.13.00-7,(-) Autorizadas a Funcionar pelo Banco Central - Diferença entre o Valor Justo e o Valor Contábil,,-,2129913007
2.1.2.99.14.00-6,(-) Autorizadas a Funcionar pelo Banco Central - Ativos e Passivos Não Registrados na Investida,,-,2129914006
2.1.2.99.21.00-6,(-) Outras Participações - Valor de Equivalência Patrimonial,,-,2129921006
2.1.2.99.22.00-5,(-) Outras Participações - Ágio Baseado em Expectativa de Rentabilidade Futura,,-,2129922005
2.1.2.99.23.00-4,(-) Outras Participações - Diferença entre o Valor Justo e o Valor Contábil de Ativos e Passivos,,-,2129923004
2.1.2.99.24.00-3,(-) Outras Participações - Ativos e Passivos Não Registrados na Investida,,-,2129924003
2.1.6.00.00.00-3,Propriedades para Investimento,,-,2160000003
2.1.6.10.00.00-2,MENSURADAS PELO MÉTODO DO VALOR JUSTO,,200,2161000002
2.1.6.20.00.00-1,MENSURADAS PELO MÉTODO DO CUSTO,,200,2162000001
2.1.6.95.00.00-9,(-) REDUÇÃO AO VALOR RECUPERÁVEL DE PROPRIEDADES PARA INVESTIMENTO AVALIADAS AO CUSTO,,200,2169500009
2.1.6.99.00.00-1,(-) DEPRECIAÇÃO ACUMULADA DE PROPRIEDADES PARA INVESTIMENTO AVALIADAS AO CUSTO,,200,2169900001
2.2.0.00.00.00-4,IMOBILIZADO DE USO,,-,2200000004
2.2.5.00.00.00-9,Ativo Imobilizado de Uso,,-,2250000009
2.2.5.05.00.00-4,IMOBILIZADO EM ESTOQUE,,200,2250500004
2.2.5.05.10.00-1,Móveis,,-,2250510001
2.2.5.05.20.00-8,Equipamentos,,-,2250520008
2.2.5.10.00.00-8,IMOBILIZAÇÕES EM CURSO,,200,2251000008
2.2.5.10.10.00-5,Imóveis,,-,2251010005
2.2.5.10.20.00-2,Bens Móveis,,-,2251020002
2.2.5.10.90.00-1,Outros,,-,2251090001
2.2.5.20.00.00-7,INSTALAÇÕES,,200,2252000007
2.2.5.30.00.00-6,MÓVEIS E EQUIPAMENTOS,,200,2253000006
2.2.5.30.10.00-3,Mobiliário,,-,2253010003
2.2.5.30.20.00-0,Equipamentos de Processamento de Dados,,-,2253020000
2.2.5.30.30.00-7,Equipamentos de Comunicação e de Segurança,,-,2253030007
2.2.5.30.90.00-9,Outros Equipamentos,,-,2253090009
2.2.5.40.00.00-5,VEÍCULOS,,200,2254000005
2.2.5.50.00.00-4,BENFEITORIAS EM IMÓVEIS DE TERCEIROS,,200,2255000004
2.2.5.60.00.00-3,IMÓVEIS,,200,2256000003
2.2.5.60.10.00-0,Terrenos,,-,2256010000
2.2.5.60.20.00-7,Edificações,,-,2256020007
2.2.5.70.00.00-2,OBRAS DE ARTE,,200,2257000002
2.2.5.80.00.00-1,DIREITOS DE USO,,200,2258000001
2.2.5.80.10.00-8,Valor Contábil,,-,2258010008
2.2.5.90.00.00-0,OUTROS IMOBILIZADOS DE USO,,200,2259000000
2.2.5.95.00.00-5,(-) REDUÇÃO AO VALOR RECUPERÁVEL DE ATIVO IMOBILIZADO DE USO,,200,2259500005
2.2.5.95.20.00-9,(-) Instalações,,-,2259520009
2.2.5.95.30.00-6,(-) Móveis e Equipamentos,,-,2259530006
2.2.5.95.40.00-3,(-) Veículos,,-,2259540003
2.2.5.95.50.00-0,(-) Benfeitorias em Imóveis de Terceiros,,-,2259550000
2.2.5.95.60.00-7,(-) Imóveis - Edificações,,-,2259560007
2.2.5.95.70.00-4,(-) Obras de Arte,,-,2259570004
2.2.5.95.80.00-1,(-) Direitos de Uso,,-,2259580001
2.2.5.95.90.00-8,(-) Outros Imobilizados em Uso,,-,2259590008
2.2.5.99.00.00-7,(-) DEPRECIAÇÃO ACUMULADA DE ATIVO IMOBILIZADO DE USO,,200,2259900007
2.2.5.99.20.00-1,(-) Instalações,,-,2259920001
2.2.5.99.30.00-8,(-) Móveis e Equipamentos,,-,2259930008
2.2.5.99.40.00-5,(-) Veículos,,-,2259940005
2.2.5.99.50.00-2,(-) Benfeitorias em Imóveis de Terceiros,,-,2259950002
2.2.5.99.60.00-9,(-) Imóveis - Edificações,,-,2259960009
2.2.5.99.70.00-6,(-) Obras de Arte,,-,2259970006
2.2.5.99.80.00-3,(-) Direitos de Uso,,-,2259980003
2.2.5.99.90.00-0,(-) Outros Imobilizados em Uso,,-,2259990000
2.3.0.00.00.00-7,ATIVO DE ARRENDAMENTO,,-,2300000007
2.3.2.00.00.00-1,Imobilizado,,-,2320000001
2.3.2.10.00.00-0,BENS ARRENDADOS,,200,2321000000
2.3.2.10.10.00-7,Valor Contábil do Bem,,-,2321010007
2.3.2.10.20.00-4,Custos Diretos Iniciais do Arrendamento,,-,2321020004
2.3.2.10.30.00-1,(-) Depreciação acumulada,,-,2321030001
2.3.2.10.40.00-8,(-) Redução ao valor recuperável,,-,2321040008
2.3.2.20.00.00-9,BENS SUBARRENDADOS,,200,2322000009
2.3.2.20.10.00-6,Valor Contábil do bem,,-,2322010006
2.3.2.20.30.00-0,(-) Depreciação Acumulada,,-,2322030000
2.3.2.20.40.00-7,(-) Redução ao valor recuperável,,-,2322040007
2.3.5.00.00.00-2,Intangível,,-,2350000002
2.3.5.10.00.00-1,BENS ARRENDADOS,,200,2351000001
2.3.5.10.10.00-8,Valor Contábil,,-,2351010008
2.3.5.10.20.00-5,Custos Diretos Iniciais do Arrendamento,,-,2351020005
2.3.5.10.30.00-2,(-) Amortização Acumulada,,-,2351030002
2.3.5.10.40.00-9,(-) Redução ao Valor Recuperável,,-,2351040009
2.3.5.20.00.00-0,BENS SUBARRENDADOS,,200,2352000000
2.3.5.20.10.00-7,Valor Contábil,,-,2352010007
2.3.5.20.30.00-1,(-) Amortização Acumulada,,-,2352030001
2.3.5.20.40.00-8,(-) Redução ao Valor Recuperável,,-,2352040008
2.5.0.00.00.00-3,INTANGÍVEL,,-,2500000003
2.5.1.00.00.00-0,Ativos Intangíveis,,-,2510000000
2.5.1.05.00.00-5,DIREITOS RELATIVOS A CARTEIRAS DE CLIENTES,,200,2510500005
2.5.1.05.10.00-2,Direitos por Aquisição de Folhas de Pagamento,,-,2510510002
2.5.1.05.90.00-8,Outros,,-,2510590008
2.5.1.15.00.00-4,SISTEMAS DE PROCESSAMENTO DE DADOS,,200,2511500004
2.5.1.15.10.00-1,Adquiridos,,-,2511510001
2.5.1.15.20.00-8,Gerados Internamente,,-,2511520008
2.5.1.25.00.00-3,SISTEMAS DE COMUNICAÇÃO E DE SEGURANÇA,,200,2512500003
2.5.1.25.10.00-0,Adquiridos,,-,2512510000
2.5.1.25.20.00-7,Gerados Internamente,,-,2512520007
2.5.1.30.00.00-7,MARCAS,,200,2513000007
2.5.1.35.00.00-2,LICENÇAS E DIREITOS AUTORAIS E DE USO,,200,2513500002
2.5.1.40.00.00-6,DIREITOS DE EXCLUSIVIDADE OU PREFERÊNCIA,,200,2514000006
2.5.1.45.00.00-1,PATENTES,,200,2514500001
2.5.1.50.00.00-5,DIREITOS DE USO,,200,2515000005
2.5.1.50.10.00-2,Valor Contábil,,-,2515010002
2.5.1.90.00.00-1,OUTROS ATIVOS INTANGÍVEIS,,200,2519000001
2.5.1.95.00.00-6,(-) REDUÇÃO AO VALOR RECUPERÁVEL DE ATIVOS INTANGÍVEIS,,200,2519500006
2.5.1.95.05.00-1,(-) Direitos Relativos a Carteiras de Clientes,,-,2519505001
2.5.1.95.15.00-8,(-) Sistemas de Processamento de Dados,,-,2519515008
2.5.1.95.25.00-5,(-) Sistemas de Comunicação e de Segurança,,-,2519525005
2.5.1.95.30.00-7,(-) Marcas,,-,2519530007
2.5.1.95.35.00-2,(-) Licenças e Direitos Autorais e de Uso,,-,2519535002
2.5.1.95.40.00-4,(-) Direitos de Exclusividade ou Preferência,,-,2519540004
2.5.1.95.45.00-9,(-) Patentes,,-,2519545009
2.5.1.95.50.00-1,(-) Direitos de Uso,,-,2519550001
2.5.1.95.90.00-9,(-) Outros,,-,2519590009
2.5.1.99.00.00-8,(-) AMORTIZAÇÃO ACUMULADA DE ATIVOS INTANGÍVEIS,,200,2519900008
2.5.1.99.05.00-3,(-) Direitos Relativos a Carteiras de Clientes,,-,2519905003
2.5.1.99.15.00-0,(-) Sistemas de Processamento de Dados,,-,2519915000
2.5.1.99.25.00-7,(-) Sistemas de Comunicação e de Segurança,,-,2519925007
2.5.1.99.30.00-9,(-) Marcas,,-,2519930009
2.5.1.99.35.00-4,(-) Licenças e Direitos Autorais e de Uso,,-,2519935004
2.5.1.99.40.00-6,(-) Direitos de Exclusividade ou Preferência,,-,2519940006
2.5.1.99.45.00-1,(-) Patentes,,-,2519945001
2.5.1.99.50.00-3,(-) Direitos de Uso,,-,2519950003
2.5.1.99.90.00-1,(-) Outros,,-,2519990001
2.5.2.00.00.00-7,Ágio na Aquisição de Investimento,,-,2520000007
2.5.2.10.00.00-6,ÁGIO BASEADO EM EXPECTATIVA DE RENTABILIDADE FUTURA,,200,2521000006
2.5.2.90.00.00-8,(-) AMORTIZAÇÃO ACUMULADA DE ÁGIO NA AQUISIÇÃO DE INVESTIMENTOS,,200,2529000008
2.5.2.95.00.00-3,(-) REDUÇÃO AO VALOR RECUPERÁVEL DE ÁGIO NA AQUISIÇÃO DE INVESTIMENTOS,,200,2529500003
3.0.0.00.00.00-7,Compensação Ativa,,-,3000000007
3.0.1.00.00.00-4,Coobrigações,,-,3010000004
3.0.1.05.00.00-9,CARTEIRAS DE ATIVOS GARANTIDORAS DE LIG,,-,3010500009
3.0.1.05.10.00-6,Disponibilidades,,-,3010510006
3.0.1.05.20.00-3,Títulos Públicos Federais,,-,3010520003
3.0.1.05.30.00-0,Instrumentos Financeiros Derivativos,,-,3010530000
3.0.1.05.40.00-7,Financiamentos Imobiliários,,-,3010540007
3.0.1.10.00.00-3,CRÉDITOS ABERTOS PARA IMPORTAÇÃO,,-,3011000003
3.0.1.10.10.00-0,Câmbio Contratado,,-,3011010000
3.0.1.10.20.00-7,Câmbio a Contratar,,-,3011020007
3.0.1.20.00.00-2,CRÉDITOS DE EXPORTAÇÃO CONFIRMADOS,,-,3012000002
3.0.1.85.00.00-1,RETENÇÃO DE RISCO EM CESSÕES DE CRÉDITO - OPERAÇÃO BAIXADA,,-,3018500001
3.0.1.85.10.00-8,Retenção de Risco Cessões de Crédito Realizadas Até a Vigência da Res. 3.533/2008,,-,3018510008
3.0.1.85.20.00-5,Retenção de Risco Cessões de Crédito Realizadas Após a Vigência da Res. 3.533/2008,,-,3018520005
3.0.1.90.00.00-5,BENEFICIÁRIOS DE OUTRAS COOBRIGAÇÕES,,-,3019000005
3.0.4.00.00.00-5,Custódia de Valores,,-,3040000005
3.0.4.20.00.00-3,DEPOSITÁRIOS DE GARANTIAS EM CONTA MARGEM,,-,3042000003
3.0.4.20.10.00-0,Títulos e Valores Mobiliários,,-,3042010000
3.0.4.20.20.00-7,Ativos Virtuais,,-,3042020007
3.0.4.30.00.00-2,VALORES EM CUSTÓDIA - EM FIÉIS DEPOSITÁRIOS,,-,3043000002
3.0.4.30.11.00-8,Próprios - Títulos de Renda Fixa,,-,3043011008
3.0.4.30.13.00-6,Próprios - Títulos de Renda Variável,,-,3043013006
3.0.4.30.21.00-5,De Terceiros - Títulos de Renda Fixa,,-,3043021005
3.0.4.30.23.00-3,De Terceiros - Títulos de Renda Variável,,-,3043023003
3.0.4.40.00.00-1,DEPOSITÁRIOS DE VALORES EM GARANTIA,,-,3044000001
3.0.4.45.00.00-6,CUSTÓDIA DE ATIVOS VIRTUAIS,,-,3044500006
3.0.4.46.00.00-9,ATIVOS VIRTUAIS VINCULADOS A OPERAÇÕES DE STAKING,,-,3044600009
3.0.4.46.10.00-6,Ativos Virtuais Próprios,,-,3044610006
3.0.4.46.15.00-1,Ativos Virtuais de Clientes,,-,3044615001
3.0.4.46.20.00-3,Ativos Virtuais de Instituições Financeiras,,-,3044620003
3.0.4.47.00.00-2,ATIVOS VIRTUAIS - CLASSIFICAÇÃO POR CATEGORIA,,-,3044700002
3.0.4.47.10.00-9,Ativos Virtuais,,-,3044710009
3.0.4.47.20.00-6,Stablecoins,,-,3044720006
3.0.4.50.00.00-0,GARANTIAS DE EMPRÉSTIMOS EM CONTA MARGEM,,-,3045000000
3.0.4.60.00.00-9,GARANTIAS DE FINANCIAMENTOS EM CONTA MARGEM,,-,3046000009
3.0.4.60.05.00-4,Dinheiro,,-,3046005004
3.0.4.60.10.00-6,Títulos e Valores Mobiliários,,-,3046010006
3.0.4.60.20.00-3,Ativos Virtuais,,-,3046020003
3.0.4.67.00.00-0,VALORES GARANTIDOS POR FUNDOS OU MECANISMOS GOVERNAMENTAIS OU OFICIAIS,,-,3046700000
3.0.4.70.00.00-8,TÍTULOS CAUCIONADOS,,-,3047000008
3.0.4.75.00.00-3,TÍTULOS EM GARANTIA DE DÍVIDAS RURAIS RENEGOCIADAS,,-,3047500003
3.0.4.77.00.00-9,VALORES GARANTIDOS PELO TESOURO NACIONAL,,-,3047700009
3.0.4.77.10.00-6,Risco Normal,,-,3047710006
3.0.4.77.20.00-3,Risco Reduzido,,-,3047720003
3.0.4.78.00.00-2,VALORES GARANTIDOS POR INSTITUIÇÕES FINANCEIRAS,,-,3047800002
3.0.4.80.00.00-7,VALORES EM CUSTÓDIA - RECEBIDOS E MANTIDOS NA ENTIDADE,,-,3048000007
3.0.4.90.00.00-6,VALORES EM GARANTIA,,-,3049000006
3.0.4.99.00.00-3,CUSTÓDIA DE OURO,,-,3049900003
3.0.4.99.10.00-0,Própria,,-,3049910000
3.0.4.99.20.00-7,De Terceiros,,-,3049920007
3.0.6.00.00.00-9,Negociação e Intermediação de Valores,,-,3060000009
3.0.6.10.00.00-8,"CONTRATOS DE AÇÕES, ATIVOS FINANCEIROS E MERCADORIAS",,-,3061000008
3.0.6.10.50.00-3,De Terceiros,,-,3061050003
3.0.6.10.90.00-1,Intermediação de Swap,,-,3061090001
3.0.6.15.00.00-3,EMPRÉSTIMO DE ATIVOS FINANCEIROS DE TERCEIROS PARA VENDA,,-,3061500003
3.0.6.20.00.00-7,DEPÓSITOS DE MARGEM DE CLIENTES,,-,3062000007
3.0.6.30.00.00-6,FIANÇAS E OUTRAS GARANTIAS POR OPERAÇÕES EM BOLSAS,,-,3063000006
3.0.6.30.10.00-3,Operações com Ações,,-,3063010003
3.0.6.30.20.00-0,Operações com Ativos Financeiros e Mercadorias,,-,3063020000
3.0.6.35.00.00-1,TÍTULOS RECEBIDOS COMO LASTRO EM OPERAÇÕES COMPROMISSADAS COM LIVRE MOVIMENTAÇÃO,,-,3063500001
3.0.6.35.02.00-9,Títulos Públicos Federais - Tesouro Nacional,,-,3063502009
3.0.6.35.90.00-4,Outros Títulos de Renda Fixa,,-,3063590004
